14400	88	208.5	380	460	540.5	804.5	959.5	1270	1575	1845	2130	2420	2645	2890	3020	2990	2915	2495	1875	1250	916.5	877.5	937	1095	1200	1300	1220	1115	842.5	670	455	274	156	78.8	37.45	26.35	17.05	11.75	9.66	7.74	6.275437	5.857408	5.25081	4.364469	4.238302	3.466271	3.292492	2.887986	2.449392	1.727762	1.320179	1.266346	0.934924	0.567235	0.268381	0.166959	0.049589	0.028295	0.010648	0.003541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15600	79.985	132.85	278	392.5	547	705	900	1060	1350	1710	1930	2270	2565	2775	2935	2950	2880	2465	1805	1180	922.5	830.5	869	1070	1155	1320	1250	1085	887.5	673.5	461	273	159	73.6	36.4	22.1	11.8	10.135	7.475	6.99	6.267588	5.948852	5.640929	4.665145	4.367445	3.501276	3.329318	2.834523	2.459847	1.777331	1.408789	1.218052	0.8764	0.619516	0.395936	0.19735	0.075135	0.050017	0.043022	0.007153	0.003575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16200	98.1	129.5	203	303	531	641.5	827.5	995.5	1255	1545	1860	2130	2360	2645	2730	2810	2640	2175	1615	1105	798	740	773.5	908	1060	1210	1255	1170	976.5	708	499	312.5	160.5	89.95	45.85	22.3	12.415	11.86	10.895	7.025	6.48568	5.964809	5.845696	4.918699	4.097669	3.789583	3.57192	2.813661	2.649152	1.784149	1.380919	1.127037	0.890619	0.617791	0.321671	0.140688	0.112227	0.052529	0.024599	0	0	0	0.003512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16800	150.5	153.5	226.5	318	458	602	781.5	1075	1220	1470	1790	2115	2405	2610	2700	2745	2595	2230	1665	1065	843.5	720	761	905.5	1045	1195	1225	1120	897.5	694	498.5	296.5	177	92.8	44.3	31.7	15.7	14.25	8.67	7.68	6.566896	6.189409	6.082179	5.092947	4.389145	3.801792	3.561856	3.280085	2.859781	1.962967	1.462598	1.440861	0.937236	0.637438	0.374544	0.197356	0.103761	0.042873	0.039437	0.007153	0	0.003581	0.003583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17400	117	117	271.5	380.5	448.5	609.5	780	958	1310	1500	1730	2060	2355	2580	2750	2705	2540	2125	1560	1020	739.5	781	806	1007.5	1135	1230	1280	1060	865.5	652	450.5	274.5	152.5	87.3	40.7	32.95	20.75	16.65	9.495	10.52	6.997309	6.419347	6.231233	5.339374	4.924608	3.898421	3.775248	2.92887	2.701434	1.986617	1.430455	1.2886	0.964875	0.741625	0.425215	0.286369	0.130122	0.050529	0.036218	0.018065	0.007223	0.003617	0.003619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18000	118.95	157.5	305.5	356.5	482.5	655	893.5	1005.5	1305	1475	1795	2045	2345	2630	2765	2810	2660	2155	1555	1011.5	785.5	761.5	851.5	1036.5	1175	1275	1260	1080	851.5	652	469	278	165	89.3	40.2	23.05	20.4	15.2	11.05	10.51	7.259352	6.489943	6.262882	4.900964	4.900957	3.852355	3.767046	2.955682	2.721657	1.98577	1.57931	1.309085	1.055373	0.613347	0.384931	0.191833	0.077929	0.053056	0.028395	0.010622	0	0	0.003547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18600	132	198.5	266	394	614	746.5	1007	1150	1505	1730	2005	2290	2540	2740	2840	2830	2750	2315	1645	1185	870	822.5	859.5	976.5	1105	1240	1230	1060	895.5	658	495.5	312	179.5	107	50.7	29.25	15.3	13.2	8.95	6.31	6.732413	6.211405	6.079672	5.077601	4.69476	3.840926	3.891167	3.06902	2.854653	1.918149	1.717061	1.273863	0.944415	0.617911	0.454051	0.209766	0.111329	0.067373	0.013522	0.003372	0.003371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19200	100.5	274.5	335.5	434	591	692	888.5	1076.5	1490	1630	1995	2285	2615	2835	2905	2910	2715	2380	1755	1185	930	849.5	939	1030	1215	1305	1220	1039.5	799	700.5	471.5	295	175.5	93.65	44.25	23.75	22.25	13.65	15.15	10.56	7.457924	6.792804	6.542904	5.101833	5.048261	4.212822	3.945109	3.27734	2.874604	2.037127	1.571716	1.455598	1.015485	0.669282	0.443239	0.195749	0.112051	0.04692	0.028975	0.018065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19800	99.3	116.35	191.5	405.5	511	731	814.5	1019.5	1300	1545	1840	2125	2475	2740	2810	2820	2555	2185	1470	1075	899.5	925.5	1026.5	1105	1230	1310	1210	1040	828.5	657.5	481.5	293.5	149.5	90.75	46.25	24.4	19.65	12.55	14.3	7.07	7.188865	6.358534	6.465278	5.179728	4.961525	4.114387	3.954705	3.418075	2.972626	2.183648	1.494139	1.476283	1.122667	0.634622	0.476751	0.234463	0.113352	0.063667	0.035494	0.010622	0.010618	0.003545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20400	66	109	201	258.5	411	684.5	813	913.5	1245	1495	1775	2115	2470	2670	2740	2580	2390	1950	1370	1022.5	858.5	978	1049.5	1140	1300	1360	1265	1023.5	813	634.5	455.5	270.5	168	89.1	42.5	19.9	15.8	14.65	10.19	9.105	6.837625	6.698988	6.100177	5.303282	4.759757	3.859058	3.776467	3.280122	2.802688	2.052216	1.68129	1.351047	0.983751	0.734136	0.477995	0.244006	0.12523	0.046446	0.017926	0.021459	0.014301	0.003581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21000	43.9	119	225.5	252	400.5	558.5	707.5	917	1220	1405	1710	2145	2435	2725	2640	2580	2420	1855	1355	939	818	917.5	1050	1175	1255	1375	1320	1100	842.5	656.5	466	289.5	170	78.45	46.8	24.7	15.95	12.1	11.16	6.355	6.644519	5.779213	5.953716	4.865129	4.298057	3.942502	3.540451	3.071135	2.797103	2.055483	1.535627	1.316881	0.946674	0.790887	0.488973	0.276681	0.08515	0.044213	0.030716	0.013618	0.006807	0.003408	0.00341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21600	108.5	131	141.5	248	331	510	670	838.5	1125	1400	1690	2090	2465	2675	2680	2555	2320	1890	1250	888.5	826.5	978	1075	1160	1255	1340	1325	1085	847.5	650	480.5	311.5	172	82.2	44.85	30.85	12.76	13.2	13.05	9.125	6.65043	6.522938	5.990453	4.970947	4.769977	3.957358	3.707095	3.162766	2.782667	1.974561	1.461368	1.356665	1.027744	0.716029	0.432782	0.278626	0.121548	0.048548	0.027839	0.020828	0.01388	0.003475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22200	152.885	126.25	213	337	446.5	521.5	709	896	1270	1490	1745	2210	2530	2810	2780	2690	2400	1995	1410	1025	908.5	969	1050	1050	1175	1295	1275	1065	830	598	435.5	284	156.5	89.7	48.65	28.95	17.65	10.535	7.6	7.725	7.012939	6.503062	6.032142	5.002659	4.647897	3.835247	3.922545	3.264488	2.911686	2.109544	1.693686	1.496882	1.213234	0.747685	0.541959	0.263796	0.105215	0.059535	0.045686	0.010517	0.003504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22800	130.5	103.5	197.5	321	344.5	476.5	636.5	779	1075	1265	1570	1990	2405	2835	2740	2620	2460	2065	1555	1095	913	843.5	877.5	988	1090	1220	1260	1090	858.5	672	470.5	305	178	90.2	38.5	23.3	16.7	10.815	10.905	8.47	7.030432	6.446825	6.23606	5.069063	4.605605	3.705556	3.834932	3.16238	2.778716	2.092063	1.521515	1.387705	0.953762	0.656422	0.419584	0.225108	0.122752	0.059535	0.038657	0.017529	0.003504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23400	78.65	173	173.5	267.5	408.5	476.5	627.5	779	1042	1240	1555	2010	2450	2710	2785	2715	2535	2155	1610	1180	907.5	813.5	892	971	1095	1250	1225	1004.5	821	613.5	475.5	292.5	162	92.2	39.5	25.7	18.3	12.005	10.74	7.71	6.994927	6.5006	6.262882	5.15501	4.779858	3.78508	4.025499	3.279349	2.884249	1.999904	1.6148	1.437147	1.175785	0.826069	0.483812	0.266434	0.138147	0.077815	0.028395	0.010622	0.014158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24000	89.2	143	201	212.5	259	378.5	555.5	707.5	996.5	1235	1495	1945	2365	2730	2935	2810	2630	2270	1850	1280	962.5	837.5	764	904	1018.5	1240	1220	1065	847	633	427.5	256	138.5	71.85	35.2	29.3	12.5	10.8	12.52	9.85	6.484952	6.056617	5.680494	4.95036	4.551015	3.687324	3.822894	3.22977	2.699105	2.037905	1.631075	1.383362	1.116091	0.78784	0.545762	0.251178	0.110916	0.053591	0.021511	0.025035	0.00715	0.010742	0	0.003583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24600	52.5	67.9	78.05	223	282.5	361	557.5	655.5	982	1205	1385	1875	2330	2785	2885	2810	2665	2320	1785	1325	988.5	809.5	833	910	1075	1205	1230	1070	820	669	441.5	257.5	166.5	85.3	43.85	22.3	14.9	9.54	6.52	7.715	6.363178	5.952458	5.649471	4.593685	4.218669	3.530376	3.296333	3.069811	2.683506	1.890155	1.471256	1.384897	1.186212	0.795107	0.555424	0.210384	0.106609	0.061811	0.031014	0.01375	0.013745	0.006883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25200	72.35	27.3	96.85	142	238	347.5	449.5	661	1027.5	1265	1535	1865	2425	2830	3050	2960	2630	2320	1775	1235	998.5	857.5	945.5	1023.5	1100	1305	1290	1175	884	643	459	259.5	150.5	76.6	33.05	20.5	13.7	13.1	10.5	7.07	6.377444	5.613088	5.325433	4.684623	4.485555	3.621299	3.508811	2.898165	2.65614	1.938068	1.535519	1.320742	1.122035	0.831908	0.538448	0.298961	0.133269	0.038521	0.035142	0.010517	0.007009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25800	52.5	54.65	114	205	202.5	311.5	420.5	673	953.5	1235	1470	1865	2385	2770	3005	2870	2520	2145	1800	1320	1085	945.5	925.5	985.5	1059	1245	1260	1075	912	663	465.5	276	131	74.2	37.2	19.2	14.1	9.22	7.06	9.095	6.003878	5.605993	5.051197	4.509905	4.19282	3.326791	3.165257	2.764319	2.579123	1.805112	1.605777	1.334815	1.125529	0.881041	0.625851	0.246201	0.122746	0.045525	0.017571	0.007011	0.010513	0.007019	0.003511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26400	33.75	61.8	121.05	126	220	256	443	619.5	1020	1300	1555	1960	2360	2815	3010	2955	2570	2120	1680	1350	1135	963.5	978.5	1035	1155	1330	1320	1145	925	679	479.5	272.5	153	81.55	38.2	22.45	17.35	9.785	9.26	7.735	6.484109	6.034948	5.658471	4.725006	4.240903	3.493199	3.449094	2.999328	2.667274	2.03619	1.606149	1.397201	1.179251	0.668845	0.56793	0.278328	0.127809	0.083865	0.029273	0.014601	0.007298	0	0.003656	0.003657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27000	85.7	49.85	152.5	199	245.5	300.5	443.5	648.5	961	1230	1435	1940	2330	2830	3100	2895	2630	2170	1770	1390	1190	999	1022.5	1070	1125	1300	1315	1120	868	641.5	414.5	260.5	149	78.15	32.3	24.15	8.225	11.4	7.86	7.72	5.808551	5.228126	5.049609	4.237341	4.163259	3.210619	3.217211	2.689915	2.487855	1.831801	1.615937	1.377962	1.138053	0.74002	0.510842	0.255214	0.123801	0.058376	0.041351	0.017187	0.003436	0.003441	0.003443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27600	53.6	65.3	86.6	150.5	254.5	378.5	461	623.5	931	1285	1640	1965	2505	2965	3125	2945	2630	2145	1640	1285	1085	971.5	1015	1035	1190	1350	1400	1245	950.5	674.5	445	253.5	141	69.1	26.5	17.9	14.8	12.7	6.26	5.61	5.930585	5.391469	5.244536	4.915141	4.062352	3.31628	3.358052	2.785452	2.568628	1.997521	1.517936	1.366515	1.100987	0.786269	0.555925	0.291924	0.133268	0.07354	0.059741	0.014022	0.010513	0.00351	0	0.003512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28200	25.885	22.8	113.65	157.5	221.5	276.5	396.5	633	935	1240	1545	1915	2485	3050	3240	3080	2630	2195	1690	1235	992	894	876.5	1045	1280	1490	1500	1290	970	710	465.5	259.5	145.5	71.5	30.7	25.8	14.45	10.05	6.26	10.5	6.064604	5.335309	5.131703	4.330139	4.381835	3.465512	3.161242	2.8453	2.670487	1.973622	1.634626	1.667187	1.316388	0.820053	0.495812	0.254761	0.11807	0.042872	0.046607	0.017882	0.010725	0.00358	0.003582	0	0	0.003578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28800	23.605	52.85	57.1	93.25	179	274.5	415	592.5	922.5	1200	1545	1955	2540	3090	3255	3115	2710	2200	1775	1310	968.5	768	733.5	969.5	1295	1455	1430	1200	923.5	678.5	412.5	235.5	121.5	61.1	30.4	16.15	9.97	11.6	6.52	5.615	5.196617	4.829351	4.628842	3.684225	3.602593	2.869868	2.801535	2.465636	2.344924	1.695236	1.491165	1.378358	1.048764	0.797652	0.600989	0.259585	0.173694	0.057813	0.040952	0.003404	0	0	0.00341	0	0	0.003406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29400	0	53.2	93.05	104.4	185.5	250.5	379.5	534.5	938.5	1200	1545	2060	2615	3170	3495	3190	2610	2310	1735	1335	1055	875	724.5	947	1225	1410	1410	1140	890	650.5	419	234	118	66.25	29.2	20.75	9.74	9.215	10.075	5.655	5.637226	5.141633	4.822599	3.9893	3.928249	2.913062	3.168685	2.623399	2.544066	1.76309	1.514384	1.510875	1.216664	0.9793	0.604858	0.313019	0.175348	0.07704	0.049197	0.024538	0.021025	0.010528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30000	64.4	120.1	117	85.3	236.5	269.5	390	545	901.5	1175	1535	1945	2520	3095	3385	3255	2720	2250	1805	1360	1013.5	867	818.5	1015	1320	1455	1500	1285	959.5	695	436	224.5	135.5	56.85	26.85	16.6	9.565	7.805	8.85	4.96	5.566693	5.097156	5.108696	4.272647	3.850009	3.129848	3.246402	2.646082	2.587184	1.996249	1.543726	1.501088	1.24654	0.896922	0.596783	0.273523	0.170017	0.074274	0.060337	0.021243	0.024775	0	0.003547	0.003547	0	0	0	0	0.003546	0	0	0	0	0	0	0	0	0	0	0	0	0
