0	10	11.189	12.52	14.008	15.674	17.538	19.624	21.957	24.568	27.49	30.759	34.417	38.509	43.089	48.213	53.946	60.361	67.539	75.57	84.556	94.611	105.862	118.451	132.536	148.297	165.932	185.664	207.742	232.445	260.087	291.015	325.621	364.342	407.668	456.146	510.389	571.082	638.992	714.978	800	819.679778644733	880.917448391193	946.491860977391	1017.19407043742	1093.05244872645	1174.42010683599	1262.11627785635	1356.14115310534	1457.25731663128	1566.28419284228	1683.22207108676	1808.45185640514	1943.14627867713	2088.12466507081	2244.14998543238	2411.6599867432	2591.38907241424	2784.94791141492	2992.74626377877	3215.92790873351	3456.10351445801	3714.06461644315	3990.98278480328	4288.44070393171	4608.40205733991	4952.47693609109	5321.83768347651	5718.829758465	6145.47320505222	6604.08414417601	7097.09295856234	7626.43399685399	8195.27339627099	8806.77343447353	9463.71808979813	10169.6240055301	10928.4764547399	11743.8191039564	12619.9900471026	13561.7350178278	14573.8012921819	15660.9361470058
0	136.25	297.5	550.5	783.5	1155	1490	1775	1850	2055	2190	2435	2840	3595	4625	6110	7660	8605	8735	7995	6850	6000	5365	4835	4205	3845	3770	3840	3745	3365	2675	1975	1290	774.5	435.5	223.5	116	66.4	30.65	9.445	9.815	2.746967	2.020435	1.830857	1.480841	1.418451	1.081075	1.07375	0.937052	0.812106	0.602555	0.463879	0.370517	0.339942	0.177396	0.137034	0.090689	0.068726	0.032507	0.025371	0.007231	0.007229	0.007239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
600	110.1	193.5	272	577.5	968	1285	1635	1795	2055	2090	2205	2690	3345	4430	5735	7135	8300	8555	7865	6785	6020	5465	4770	4235	3840	3700	3920	3840	3550	2840	2165	1430	843	465	277	131	67.15	31.45	15.55	6.38	2.370833	1.972812	1.747958	1.454678	1.308033	0.924758	0.949477	0.815047	0.725081	0.562186	0.433269	0.316811	0.25516	0.173839	0.09188	0.056877	0.04608	0.024776	0.014207	0.003543	0.014167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1200	68.25	191	332.5	518.5	813	1195	1420	1650	1755	1835	2130	2530	3125	4190	5525	6995	8060	8385	7835	7060	6240	5610	5000	4325	3810	3710	3815	3735	3475	2895	2120	1370	813	454	244.5	119.85	56	22.3	11.84	4.25	1.943809	1.720316	1.45298	1.189788	1.119058	0.807779	0.733314	0.62281	0.562342	0.452546	0.316051	0.306111	0.244512	0.191564	0.095407	0.053319	0.035444	0.035392	0.010655	0.003543	0	0.007094	0	0	0.003542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1800	111.6	96.25	287.5	398	669.5	892.5	1100.5	1290	1505	1535	1815	2315	3020	4085	5745	7235	8400	8685	8005	6895	6100	5525	4850	4200	3820	3675	3770	3775	3315	2730	1950	1300	759.5	426	220	114.95	54.9	26.15	12.2	9.855	1.74211	1.497756	1.275872	0.90055	0.909057	0.744652	0.592778	0.602773	0.49437	0.349907	0.326091	0.265113	0.177164	0.104966	0.068501	0.025387	0.032547	0.025277	0.007247	0	0.003613	0.003619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2400	34.405	113.15	148.4	271.5	392	709	836	1095	1220	1430	1690	2045	2770	3715	5130	6805	7985	8290	7910	7065	6230	5420	4970	4340	3895	3785	3870	3835	3215	2395	1700	1040	544	325.5	160.5	77.8	40.65	20.1	7.055	3.5141	1.864114	1.648184	1.285121	1.083342	1.020205	0.764121	0.691122	0.593127	0.606768	0.450586	0.372506	0.317544	0.201493	0.1878	0.107389	0.034847	0.017374	0.020818	0.010445	0.017366	0.010416	0.003477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3000	127.105	133.95	175	214.5	280.5	576.5	642	858.5	1005.5	1165	1415	1865	2470	3450	4810	6435	7820	8345	7840	6895	6015	5450	4760	4115	3700	3570	3660	3595	3155	2420	1530	887	495	267.5	142	69.95	27.25	14.785	10.875	2.88275	2.025789	1.555426	1.431511	1.094078	0.998559	0.848863	0.775133	0.637764	0.47972	0.434049	0.330491	0.352407	0.245591	0.133465	0.062973	0.042231	0.035092	0.007008	0.010549	0.003508	0	0.003512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3600	5.59	47.6	29.65	99.2	222	392	555	688	914	1125	1440	1880	2545	3595	4955	6405	7785	8235	7780	7015	6185	5715	4930	4275	3905	3665	3710	3735	3345	2585	1700	1083.5	684	379.5	214.5	112.6	60.85	20.05	12.5	6.355	2.037303	1.463695	1.382818	1.003867	0.912015	0.701694	0.705106	0.554821	0.485478	0.35705	0.299436	0.202417	0.191096	0.125217	0.069292	0.034852	0.020851	0.01735	0.010447	0.006947	0.003472	0.006955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4200	34.9	55.98	66.8	140.5	210.5	328.5	486.5	613	797.5	1060	1310	1815	2450	3420	4750	6510	7615	8200	7665	6915	6210	5410	4875	4080	3615	3625	3730	3680	3365	2690	1785	1059	524.5	272	145.15	65.85	33.445	12.015	6.08	3.515	0.694842	0.626937	0.459514	0.415154	0.415583	0.277739	0.256886	0.174371	0.197545	0.117793	0.139193	0.069759	0.059032	0.045191	0.024238	0.020899	0.020839	0.010404	0.00696	0.003472	0.00347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4800	71.15	101.05	134.05	131.6	233	437	526.5	739	987	1160	1405	1995	2645	3575	4930	6430	7710	8085	7830	6855	6005	5510	4995	4335	3745	3555	3580	3695	3340	2720	1930	1215	623.5	298.5	126.6	71.15	31.9	10.56	4.34	4.18745	1.784761	1.259804	1.245078	0.975216	0.857406	0.676974	0.575202	0.528525	0.434192	0.329032	0.242591	0.232585	0.098235	0.115902	0.041981	0.059827	0.021055	0.010512	0.007032	0.007015	0	0.003512	0	0.003514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5400	214.5	199	234.5	240	301	345	454.5	588.5	782.5	968	1270	1750	2270	3235	4465	5960	7085	7835	7605	6860	5985	5275	4710	4145	3640	3560	3670	3640	3180	2475	1775	1115	645	367	180.5	93.15	50.25	21.25	9.62	3.54	2.067481	1.642278	1.382062	1.189903	0.980161	0.800771	0.797157	0.704732	0.615452	0.55513	0.47945	0.31682	0.304783	0.152557	0.109552	0.046214	0.046081	0.014158	0.003552	0.007086	0.003542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6000	147	312.5	349	419.5	546.5	639	640	652	865	993.5	1325	1715	2335	3225	4515	5880	7055	7465	7270	6620	5780	5250	4730	4090	3605	3535	3580	3625	3200	2540	1845	1220	722	396.5	215.5	107	59.75	25.5	10.44	7.74	1.574034	1.28414	1.018733	0.84258	0.705981	0.675088	0.544701	0.480069	0.457061	0.386867	0.284733	0.248464	0.177165	0.100391	0.079998	0.026824	0.016717	0.006677	0.0067	0.006684	0	0.003346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6600	687	838.5	809.5	891	908	938	929.5	895.5	890.5	1105	1225	1700	2185	2900	3995	5435	6530	7015	6970	6395	5765	5220	4810	4085	3655	3460	3550	3565	3150	2535	1835	1145	686.5	368	184.5	110	48.4	19.3	10.575	4.235	2.239378	1.788318	1.366824	1.225049	1.083862	0.958162	0.94	0.868061	0.812121	0.710811	0.539994	0.501296	0.361647	0.195501	0.068518	0.050787	0.032555	0.025283	0.018123	0	0.003614	0	0	0.003622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7200	1111.5	1107	1185	1170	1240	1255	1290	1210	1160	1250	1415	1815	2195	2835	3850	5050	6085	6730	6795	6300	5795	5350	4645	4095	3685	3455	3640	3705	3500	3000	2260	1490	939.5	539.5	306.5	149	75.2	30.8	9.67	2.125	2.37228	1.833981	1.706366	1.479021	1.291809	1.03508	0.94377	0.860005	0.809113	0.742306	0.61546	0.539344	0.336912	0.175665	0.118984	0.066886	0.045633	0.02103	0.010552	0.003509	0.003507	0.003513	0.003515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
